order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age
809,2024-05-23,1510,Grocery,89,0,534,paypal,Phoenix,AZ,18.0
810,2024-12-30,2368,Grocery,95,0,1425,debit_card,Boston,MA,
811,2024-01-17,1823,Fashion,352,0,6688,credit_card,Seattle,WA,25.0
812,2024-11-17,2176,Beauty,348,34,11737,paypal,Seattle,WA,64.0
813,2024-09-07,1949,Toys,507,0,9633,credit_card,Houston,TX,24.0
814,2024-04-13,1730,Grocery,134,0,1072,debit_card,Phoenix,AZ,22.0
815,2024-10-11,1684,Home,477,0,954,debit_card,Boston,MA,25.0
816,2024-11-02,2394,Toys,170,63,10598,credit_card,Phoenix,AZ,64.0
817,2024-01-16,2028,Electronics,3526,0,52890,credit_card,Miami,FL,46.0
818,2024-02-08,2188,Fashion,566,24,13757,debit_card,San Francisco,CA,55.0
819,2024-08-31,2154,Electronics,649,0,12980,paypal,Los Angeles,CA,35.0
820,2024-12-31,1415,Sports,523,0,8368,paypal,Chicago,IL,25.0
821,2024-01-09,2826,Beauty,458,0,1374,debit_card,Phoenix,AZ,
822,2024-08-31,2126,Toys,314,42,13138,credit_card,Houston,TX,70.0
823,2024-02-19,2436,Fashion,365,34,12422,credit_card,Chicago,IL,70.0
824,2024-08-25,2763,Fashion,270,0,1890,paypal,Boston,MA,22.0
825,2024-08-16,2849,Fashion,1519,8,11499,credit_card,Miami,FL,76.0
826,2024-02-03,2333,Beauty,97,0,485,debit_card,Miami,FL,52.0
827,2024-09-06,2574,Home,967,0,16439,credit_card,Boston,MA,30.0
828,2024-11-24,1943,Electronics,8429,0,67432,credit_card,Phoenix,AZ,30.0
829,2024-11-12,2475,Sports,1446,0,4338,debit_card,Seattle,WA,49.0
830,2024-01-11,1643,Beauty,238,59,13935,debit_card,Los Angeles,CA,56.0
831,2024-03-31,2423,Sports,247,0,1729,debit_card,Boston,MA,21.0
832,2024-03-29,1171,?,185,0,370,credit_card,Denver,CO,49.0
833,2024-06-14,2828,Electronics,1055,0,20045,paypal,San Francisco,CA,33.0
834,2024-02-22,1489,Grocery,56,247,13957,credit_card,Phoenix,AZ,75.0
835,2024-11-08,2313,Beauty,137,91,12456,paypal,New York,NY,56.0
836,2024-10-11,1022,Home,423,0,6345,debit_card,San Francisco,CA,41.0
837,2024-10-22,1311,Electronics,1356,0,14916,credit_card,Seattle,WA,44.0
838,2024-03-13,2973,Electronics,2168,5,10622,debit_card,Boston,MA,70.0
839,2024-01-06,2666,Fashion,159,78,12327,debit_card,Houston,TX,61.0
840,2024-11-29,1444,Beauty,142,0,1136,credit_card,San Francisco,CA,42.0
841,2024-04-15,1261,Home,484,30,14480,debit_card,San Francisco,CA,70.0
842,2024-08-28,2629,Beauty,209,62,12920,credit_card,New York,NY,57.0
843,2024-11-28,2980,Electronics,6369,0,63690,paypal,Seattle,WA,21.0
844,2024-01-14,1337,Beauty,294,47,13770,credit_card,Phoenix,AZ,57.0
845,2024-01-03,2327,Home,466,25,11473,credit_card,Miami,FL,77.0
846,2024-01-02,1567,Grocery,137,86,11716,paypal,Los Angeles,CA,72.0
847,2024-02-27,2488,Sports,945,0,4725,credit_card,New York,NY,20.0
848,2024-01-19,1836,Home,497,21,10586,cash,Los Angeles,CA,73.0
849,2024-10-27,1250,Home,208,56,11714,credit_card,Seattle,WA,79.0
850,2024-08-09,1648,Beauty,997,0,12961,credit_card,Los Angeles,CA,28.0
851,2024-12-24,2077,Fashion,182,60,10849,credit_card,Phoenix,AZ,58.0
852,2024-10-20,2596,Fashion,725,18,12695,credit_card,Houston,TX,65.0
853,2024-12-18,1042,Beauty,287,0,861,credit_card,Miami,FL,20.0
854,2024-03-28,2915,Sports,988,12,11969,credit_card,Phoenix,AZ,70.0
855,2024-04-15,2299,Toys,1196,0,23920,credit_card,Chicago,IL,42.0
856,2024-11-06,2750,Sports,957,0,8613,credit_card,Miami,FL,36.0
857,2024-03-30,2860,Electronics,937,0,11244,credit_card,Los Angeles,CA,34.0
858,2024-01-21,1307,Electronics,3556,0,28448,credit_card,Houston,TX,49.0
859,2024-09-01,1187,Electronics,885,0,885,credit_card,Boston,MA,-999.0
860,2024-10-20,2553,Toys,348,41,14179,credit_card,Los Angeles,CA,69.0
861,2024-12-20,1375,Sports,217,0,868,credit_card,New York,NY,32.0
862,2024-12-05,1295,Beauty,107,111,11914,credit_card,Houston,TX,70.0
863,2024-02-14,1937,Grocery,102,109,11062,credit_card,Houston,TX,70.0
864,2024-10-09,2826,Home,738,0,3690,credit_card,Miami,FL,21.0
865,2024-11-05,2591,Grocery,458,0,2290,paypal,Boston,MA,37.0
866,2024-09-12,2035,Grocery,146,0,1168,credit_card,New York,NY,18.0
867,2024-10-27,1392,Toys,159,66,10421,credit_card,Boston,MA,80.0
868,2024-11-02,1672,Sports,1700,0,32300,debit_card,Boston,MA,47.0
869,2024-06-12,2376,Home,415,0,6225,credit_card,Chicago,IL,35.0
870,2024-01-15,1314,Home,224,50,11263,credit_card,Houston,TX,74.0
871,2024-06-15,2048,Electronics,1557,0,14013,paypal,Boston,MA,
872,2024-03-14,1023,Toys,147,92,13487,debit_card,Seattle,WA,77.0
873,2024-02-11,1650,Sports,1685,8,13131,cash,Houston,TX,68.0
874,2024-02-15,1495,Home,550,24,13100,paypal,Boston,MA,78.0
875,2024-09-12,2362,Electronics,1298,0,12980,debit_card,Miami,FL,31.0
876,2024-07-03,2828,Electronics,2353,0,35295,debit_card,Seattle,WA,30.0
877,2024-07-16,1292,Toys,137,0,822,credit_card,New York,NY,22.0
878,2024-09-29,2594,Toys,109,0,1744,paypal,Miami,FL,39.0
879,2024-07-19,2311,Toys,423,0,423,credit_card,Chicago,IL,
880,2024-08-18,2939,Electronics,608,0,10944,credit_card,Denver,CO,53.0
881,2024-02-01,2823,Electronics,608,24,14291,credit_card,Chicago,IL,60.0
882,2024-11-07,1201,Electronics,2863,4,11265,debit_card,New York,NY,64.0
883,2024-06-13,2486,Beauty,372,33,12354,credit_card,Houston,TX,69.0
884,2024-02-26,2184,Beauty,90,0,1530,paypal,Houston,TX,50.0
885,2024-10-24,1226,Fashion,458,0,2290,credit_card,Houston,TX,35.0
886,2024-09-25,1514,Electronics,711,0,11376,paypal,Denver,CO,45.0
887,2024-01-20,2853,Fashion,1774,6,10841,credit_card,Los Angeles,CA,72.0
888,2024-03-11,2085,Beauty,504,22,11094,debit_card,San Francisco,CA,69.0
889,2024-01-06,1676,Home,393,30,11855,credit_card,Chicago,IL,75.0
890,2024-04-09,1640,Beauty,387,0,3870,credit_card,Miami,FL,52.0
891,2024-02-06,2675,Sports,206,66,13535,credit_card,Chicago,IL,67.0
892,2024-09-16,1566,Electronics,856,0,7704,credit_card,Los Angeles,CA,44.0
893,2024-07-10,1317,Grocery,106,0,954,credit_card,Chicago,IL,18.0
894,2024-12-24,2147,Sports,877,16,14169,paypal,Houston,TX,64.0
895,2024-10-01,2985,Toys,282,0,1128,credit_card,Phoenix,AZ,23.0
896,2024-08-11,1366,Electronics,1787,6,11537,debit_card,San Francisco,CA,58.0
897,2024-07-05,1510,Fashion,455,26,11989,debit_card,,,80.0
898,2024-01-20,1938,Toys,268,0,4556,credit_card,Miami,FL,19.0
899,2024-01-26,1399,Toys,459,31,14438,paypal,Phoenix,AZ,64.0
900,2024-08-13,2301,Electronics,1042,13,13901,paypal,Los Angeles,CA,72.0
901,2024-01-02,1507,Toys,368,37,13452,paypal,Los Angeles,CA,57.0
902,2024-01-16,1256,Grocery,136,89,12036,paypal,Chicago,IL,61.0
903,2024-03-21,1522,Beauty,286,41,11705,debit_card,Miami,FL,74.0
904,2024-11-19,2861,Home,214,64,13617,cash,Boston,MA,66.0
905,2024-06-16,2869,Grocery,44,0,308,credit_card,Seattle,WA,20.0
906,2024-09-16,2011,Toys,421,25,10467,credit_card,Seattle,WA,66.0
907,2024-05-30,1800,Electronics,4757,3,12717,debit_card,Houston,TX,65.0
908,2024-03-04,2639,Electronics,1656,0,3312,credit_card,Denver,CO,32.0
909,2024-05-15,1388,Grocery,457,23,10304,debit_card,San Francisco,CA,59.0
910,2024-02-03,2307,Home,658,20,13117,credit_card,Phoenix,AZ,71.0
911,2024-10-08,2360,Electronics,593,22,12843,credit_card,Boston,MA,71.0
912,2024-03-08,2420,Sports,1742,6,10299,paypal,Houston,TX,72.0
913,2024-05-17,1435,Sports,709,17,12099,credit_card,Chicago,IL,67.0
914,2024-12-24,2432,Toys,179,0,1611,credit_card,Los Angeles,CA,25.0
915,2024-08-04,2223,Toys,267,0,3471,debit_card,San Francisco,CA,48.0
916,2024-06-16,2750,Grocery,64,0,128,paypal,Phoenix,AZ,32.0
917,2024-07-17,1348,Beauty,698,0,2792,paypal,San Francisco,CA,22.0
918,2024-10-13,2227,Electronics,1247,0,4988,credit_card,Houston,TX,34.0
919,2024-04-03,2659,Electronics,1660,7,10962,paypal,Phoenix,AZ,75.0
920,2024-08-20,1556,Electronics,2319,6,13991,debit_card,New York,NY,55.0
921,2024-11-15,2487,Fashion,236,62,14566,paypal,Boston,MA,66.0
922,2024-07-28,1199,Fashion,499,0,5489,credit_card,Houston,TX,49.0
923,2024-06-12,2436,Grocery,122,0,366,credit_card,New York,NY,40.0
924,2024-02-23,2212,Fashion,123,0,738,credit_card,Los Angeles,CA,48.0
925,2024-03-31,1385,Electronics,1794,6,11573,debit_card,Miami,FL,79.0
926,2024-12-12,1132,Grocery,94,0,1880,credit_card,San Francisco,CA,36.0
927,2024-07-17,2490,Home,610,0,5490,credit_card,Denver,CO,37.0
928,2024-04-20,1482,Grocery,458,22,10147,debit_card,Los Angeles,CA,71.0
929,2024-06-02,1994,Beauty,458,0,7786,credit_card,Seattle,WA,41.0
930,2024-07-30,1121,Grocery,285,51,14488,credit_card,Phoenix,AZ,74.0
931,2024-07-15,2926,Beauty,95,150,14223,credit_card,Boston,MA,79.0
932,2024-09-13,2097,Home,418,0,1254,paypal,Miami,FL,22.0
933,2024-04-04,2863,Toys,525,27,13984,debit_card,New York,NY,60.0
934,2024-08-25,1320,Fashion,628,0,1884,credit_card,Chicago,IL,23.0
935,2024-06-11,1411,Toys,441,27,11782,paypal,Seattle,WA,73.0
936,2024-12-10,2220,Beauty,2211,0,24321,debit_card,Seattle,WA,25.0
937,2024-02-27,2208,Sports,998,10,10399,credit_card,San Francisco,CA,73.0
938,2024-02-24,2581,Fashion,1057,14,14874,debit_card,San Francisco,CA,66.0
939,2024-06-17,2856,Grocery,76,0,912,cash,New York,NY,51.0
940,2024-07-05,2643,Toys,459,0,459,credit_card,Seattle,WA,31.0
941,2024-09-09,1280,Grocery,458,0,6412,debit_card,Phoenix,AZ,34.0
942,2024-05-27,1619,Home,972,0,1944,credit_card,Phoenix,AZ,45.0
943,2024-11-30,2827,Beauty,338,37,12468,paypal,,,71.0
944,2024-06-22,2097,Fashion,592,20,11784,debit_card,San Francisco,CA,74.0
945,2024-02-17,2734,Sports,515,0,7210,paypal,Chicago,IL,49.0
946,2024-02-13,2126,Grocery,73,0,73,debit_card,Denver,CO,32.0
947,2024-12-22,1099,Fashion,372,0,6696,credit_card,Denver,CO,53.0
948,2024-02-19,1945,Home,981,14,13887,credit_card,San Francisco,CA,70.0
949,2024-12-12,2649,Grocery,191,0,2101,paypal,Chicago,IL,52.0
950,2024-04-11,2310,Grocery,44,306,13354,credit_card,Phoenix,AZ,74.0
951,2024-02-04,1265,Fashion,787,0,3935,credit_card,New York,NY,18.0
952,2024-04-21,1420,Fashion,458,0,6412,debit_card,Miami,FL,49.0
953,2024-08-12,2708,Home,800,0,800,credit_card,San Francisco,CA,20.0
954,2024-06-05,2958,Electronics,1257,8,10209,credit_card,Seattle,WA,56.0
955,2024-10-14,2505,Sports,2137,7,14792,credit_card,New York,NY,56.0
956,2024-08-11,1196,Home,393,0,7074,credit_card,Houston,TX,37.0
957,2024-05-26,2238,Beauty,282,45,12780,debit_card,Chicago,IL,68.0
958,2024-08-20,2658,Home,893,12,10941,credit_card,Phoenix,AZ,77.0
959,2024-12-21,2280,Toys,152,0,2584,credit_card,Houston,TX,46.0
960,2024-05-30,2188,Sports,576,0,576,paypal,San Francisco,CA,45.0
961,2024-02-26,1934,Toys,247,0,1235,credit_card,Los Angeles,CA,29.0
962,2024-05-29,1489,Electronics,972,0,14580,debit_card,Houston,TX,19.0
963,2024-11-03,1561,Sports,430,0,7310,credit_card,Los Angeles,CA,43.0
964,2024-03-20,2491,Toys,743,0,11145,credit_card,San Francisco,CA,45.0
965,2024-12-13,1139,Fashion,265,38,10080,credit_card,Los Angeles,CA,66.0
966,2024-08-03,1168,Grocery,154,83,12761,debit_card,Denver,CO,72.0
967,2024-08-08,1793,Sports,786,0,7860,paypal,Miami,FL,24.0
968,2024-04-26,2548,Fashion,140,0,1260,credit_card,Houston,TX,27.0
969,2024-12-02,2314,Electronics,2223,0,26676,credit_card,Seattle,WA,53.0
970,2024-01-14,2179,Home,177,0,1062,credit_card,Chicago,IL,41.0
971,2024-04-19,2068,Sports,1009,13,12970,credit_card,Denver,CO,62.0
972,2024-06-02,1221,Fashion,285,0,5700,credit_card,Denver,CO,38.0
973,2024-06-23,1663,Grocery,98,5,492,paypal,Los Angeles,CA,44.0
974,2024-06-22,1159,Beauty,87,0,1740,paypal,Chicago,IL,45.0
975,2024-02-24,2516,Home,606,17,10498,credit_card,Phoenix,AZ,55.0
976,2024-03-23,2501,Toys,641,0,2564,credit_card,Boston,MA,22.0
977,2024-02-04,1516,Sports,322,40,12725,credit_card,,,73.0
978,2024-07-28,1585,Electronics,902,0,10824,credit_card,New York,NY,39.0
979,2024-05-08,1634,Toys,439,0,4829,debit_card,New York,NY,31.0
980,2024-07-26,2778,Sports,896,14,12159,paypal,Los Angeles,CA,58.0
981,2024-08-03,1977,Electronics,209,0,3135,credit_card,Boston,MA,26.0
982,2024-09-13,2524,Sports,3062,4,12188,credit_card,Los Angeles,CA,55.0
983,2024-07-19,1897,Beauty,373,0,4476,credit_card,San Francisco,CA,21.0
984,2024-08-25,2396,Fashion,747,0,10458,credit_card,Los Angeles,CA,34.0
985,2024-08-02,2056,Fashion,381,39,14876,paypal,San Francisco,CA,63.0
986,2024-08-26,1557,Electronics,332,0,2324,paypal,Denver,CO,41.0
987,2026-05-26,2752,Home,943,12,11479,paypal,Boston,MA,74.0
988,2024-04-25,2417,Grocery,62,0,868,paypal,Chicago,IL,40.0
989,2024-03-31,2538,Toys,472,31,14421,credit_card,New York,NY,61.0
990,2024-10-15,2896,Home,461,0,922,debit_card,Chicago,IL,19.0
991,2024-05-05,1497,Sports,739,16,11723,debit_card,Miami,FL,79.0
992,2024-07-19,1183,Home,296,37,10898,credit_card,Miami,FL,56.0
993,2024-03-13,2164,Sports,1219,9,10761,credit_card,Denver,CO,62.0
994,2024-06-06,1652,Home,212,0,2544,debit_card,Denver,CO,38.0
995,2024-07-12,1871,Toys,1847,0,35093,paypal,Houston,TX,
996,2024-08-17,1469,Sports,3659,0,32931,credit_card,Houston,TX,45.0
997,2024-07-11,1796,Toys,1127,0,9016,paypal,Boston,MA,34.0
998,2024-05-12,1786,Sports,1694,0,8470,paypal,Boston,MA,19.0
999,2024-12-18,1701,Fashion,400,37,14703,paypal,Houston,TX,60.0
1000,2024-07-06,2484,Home,1398,7,10116,credit_card,New York,NY,63.0
1001,2024-10-22,2185,Home,509,22,11096,credit_card,New York,NY,60.0
1002,2024-09-26,1948,?,176,0,1584,debit_card,San Francisco,CA,52.0
1003,2024-07-23,1225,Sports,2033,0,2033,credit_card,Houston,TX,51.0
1004,2024-11-20,2141,Toys,753,16,11702,credit_card,Boston,MA,80.0
1005,2024-02-16,1350,Electronics,1429,0,4287,paypal,San Francisco,CA,51.0
1006,2024-12-03,1628,Home,206,64,13284,credit_card,San Francisco,CA,62.0
1007,2024-11-07,1829,Beauty,153,0,918,credit_card,Phoenix,AZ,44.0
1008,2024-07-03,1282,Grocery,23,0,69,paypal,Miami,FL,20.0
1009,2024-09-25,1778,Grocery,208,0,2080,credit_card,Chicago,IL,40.0
1010,2024-07-09,1533,Fashion,119,100,11879,paypal,Denver,CO,63.0
1011,2024-04-08,2699,Electronics,1844,5,10103,credit_card,San Francisco,CA,57.0
1012,2024-10-19,2719,Home,280,45,12585,credit_card,Houston,TX,61.0
1013,2024-03-31,1009,Electronics,468,31,14422,credit_card,Houston,TX,65.0
1014,2024-04-25,2204,Grocery,118,0,2360,credit_card,Boston,MA,31.0
1015,2024-07-09,2281,Grocery,75,0,375,credit_card,Phoenix,AZ,-999.0
1016,2024-11-02,1755,Beauty,478,30,14433,paypal,Boston,MA,63.0
1017,2024-05-20,1938,Beauty,89,0,356,paypal,New York,NY,
1018,2024-06-29,2579,Fashion,233,0,4194,credit_card,Los Angeles,CA,49.0
1019,2024-01-16,1755,Sports,458,33,14958,credit_card,Boston,MA,72.0
1020,2024-02-12,1128,Beauty,43,0,430,debit_card,Denver,CO,28.0
1021,2024-01-21,1745,Beauty,1030,0,5150,credit_card,New York,NY,37.0
1022,2024-01-27,1507,Sports,3234,0,16170,credit_card,Boston,MA,30.0
1023,2024-11-13,1765,Beauty,263,0,263,credit_card,New York,NY,37.0
1024,2024-11-04,1460,Fashion,461,0,3227,credit_card,San Francisco,CA,30.0
1025,2024-10-27,1299,Fashion,337,35,11712,credit_card,Los Angeles,CA,68.0
1026,2024-01-21,2970,Beauty,491,22,10612,credit_card,Houston,TX,80.0
1027,2024-01-29,1257,Fashion,283,37,10348,debit_card,Boston,MA,79.0
1028,2024-04-12,2412,Beauty,295,0,1180,credit_card,San Francisco,CA,40.0
1029,2024-07-25,2435,Sports,605,24,14335,credit_card,Phoenix,AZ,76.0
1030,2024-05-02,2235,Fashion,462,0,5082,credit_card,Houston,TX,23.0
1031,2024-06-27,2822,Home,368,0,3680,credit_card,,,24.0
1032,2024-03-04,1009,Toys,386,0,772,paypal,Denver,CO,38.0
1033,2024-09-24,1603,Sports,280,0,4200,debit_card,Seattle,WA,36.0
1034,2024-04-24,1368,Fashion,614,22,13742,paypal,New York,NY,75.0
1035,2024-01-25,2153,Beauty,168,78,13138,credit_card,Denver,CO,65.0
1036,2024-09-28,2271,Electronics,1623,8,12484,credit_card,Miami,FL,65.0
1037,2024-11-26,2795,Electronics,4435,3,12287,credit_card,Seattle,WA,68.0
1038,2024-01-06,1759,Grocery,85,146,12470,credit_card,Chicago,IL,63.0
1039,2024-06-08,1471,Toys,637,0,3822,debit_card,Denver,CO,49.0
1040,2024-10-29,2848,Sports,146,0,1752,credit_card,Boston,MA,21.0
1041,2024-09-15,2345,Electronics,1006,0,10060,credit_card,Los Angeles,CA,19.0
1042,2024-11-09,2529,Toys,312,38,11819,credit_card,Houston,TX,79.0
1043,2024-05-31,1889,Sports,2845,0,8535,credit_card,Houston,TX,49.0
1044,2024-05-16,1894,Toys,64,194,12373,credit_card,San Francisco,CA,78.0
1045,2024-09-16,1778,Electronics,1357,0,12213,debit_card,Phoenix,AZ,19.0
1046,2024-02-26,2499,Sports,1959,6,11052,paypal,San Francisco,CA,58.0
1047,2024-03-28,1421,Toys,457,0,5484,credit_card,,,35.0
1048,2024-08-07,2950,Fashion,366,0,4392,credit_card,Houston,TX,40.0
1049,2024-09-01,1351,Electronics,1911,6,10589,credit_card,Phoenix,AZ,59.0
1050,2024-02-13,1921,Grocery,113,0,678,credit_card,San Francisco,CA,49.0
1051,2024-07-05,1629,Toys,1069,0,18173,debit_card,Phoenix,AZ,26.0
1052,2024-05-13,2285,Toys,437,25,11056,credit_card,Miami,FL,80.0
1053,2024-07-02,2361,Beauty,707,21,14855,cash,Chicago,IL,62.0
1054,2024-12-16,2837,Toys,229,0,229,paypal,Phoenix,AZ,40.0
1055,2024-01-29,2578,Electronics,815,18,14953,credit_card,Seattle,WA,57.0
1056,2024-12-30,1497,Sports,510,0,10200,paypal,Houston,TX,27.0
1057,2024-06-13,1413,Grocery,39,0,702,debit_card,San Francisco,CA,45.0
1058,2024-10-09,2773,Fashion,629,0,4403,cash,Los Angeles,CA,44.0
1059,2024-06-04,1975,Grocery,72,0,360,credit_card,San Francisco,CA,41.0
1060,2024-04-23,1195,Electronics,856,0,10272,cash,New York,NY,48.0
1061,2024-10-09,2649,Fashion,637,22,13758,credit_card,Phoenix,AZ,75.0
1062,2024-09-08,2296,Fashion,468,0,7488,credit_card,Seattle,WA,18.0
1063,2024-02-22,1051,Toys,566,0,10754,paypal,Los Angeles,CA,52.0
1064,2024-09-15,2565,Home,375,38,14186,credit_card,Seattle,WA,77.0
1065,2024-10-02,2214,Home,1389,8,10518,credit_card,Denver,CO,74.0
1066,2024-05-21,2229,Toys,457,23,10615,credit_card,Phoenix,AZ,74.0
1067,2024-12-04,2729,Home,911,0,14576,credit_card,Seattle,WA,43.0
1068,2024-08-22,1991,Grocery,113,0,339,credit_card,Denver,CO,53.0
1069,2024-05-02,1922,Grocery,177,59,10463,credit_card,Denver,CO,55.0
1070,2024-01-04,2234,Fashion,467,22,10316,credit_card,New York,NY,70.0
1071,2024-09-04,1395,Sports,161,85,13737,paypal,Boston,MA,78.0
1072,2024-03-17,1303,Fashion,958,0,19160,credit_card,San Francisco,CA,34.0
1073,2024-10-03,2687,Fashion,399,0,4788,paypal,Denver,CO,25.0
1074,2024-07-11,1431,Toys,574,0,1148,debit_card,San Francisco,CA,34.0
1075,2024-06-19,2008,Fashion,743,0,8916,paypal,New York,NY,34.0
1076,2024-02-29,1539,Home,296,0,1776,paypal,Boston,MA,36.0
1077,2024-09-17,1460,Home,264,39,10282,paypal,San Francisco,CA,75.0
1078,2024-03-01,2195,Grocery,165,0,2475,credit_card,Seattle,WA,31.0
1079,2024-06-01,2604,Home,431,0,6465,debit_card,New York,NY,44.0
1080,2024-11-02,1883,Fashion,904,0,4520,paypal,Chicago,IL,40.0
1081,2024-12-02,1277,Toys,265,0,530,debit_card,Los Angeles,CA,35.0
1082,2024-12-28,1488,Electronics,3324,0,19944,credit_card,San Francisco,CA,
1083,2024-12-16,1329,Home,771,19,14745,debit_card,Chicago,IL,80.0
1084,2024-07-22,2765,Home,692,19,13270,paypal,Boston,MA,57.0
1085,2024-03-14,1639,Grocery,72,0,1296,credit_card,Chicago,IL,24.0
1086,2024-11-03,1747,Grocery,118,92,10854,debit_card,San Francisco,CA,59.0
1087,2024-10-20,1142,Beauty,634,22,14088,paypal,New York,NY,56.0
1088,2024-12-28,1892,Home,526,0,1578,credit_card,Los Angeles,CA,40.0
1089,2024-08-26,2827,Toys,467,30,14118,credit_card,Chicago,IL,67.0
1090,2024-02-21,1819,Toys,317,40,12819,credit_card,Seattle,WA,68.0
1091,2024-07-03,2302,Grocery,459,23,10455,debit_card,Boston,MA,67.0
1092,2024-06-13,1363,Home,2182,6,12004,credit_card,Phoenix,AZ,58.0
1093,2024-11-04,1285,Beauty,639,0,12141,debit_card,Seattle,WA,-999.0
1094,2024-05-23,2463,Home,586,0,9376,credit_card,Miami,FL,31.0
1095,2024-04-30,1131,Sports,725,0,13775,paypal,Phoenix,AZ,20.0
1096,2024-01-30,1896,Grocery,56,229,12743,paypal,Boston,MA,75.0
1097,2024-11-01,1633,Electronics,1276,11,13719,paypal,Los Angeles,CA,70.0
1098,2024-10-03,1032,Home,704,0,12672,credit_card,Chicago,IL,30.0
1099,2024-01-16,2062,Beauty,482,24,11493,credit_card,Chicago,IL,68.0
1100,2024-06-07,2928,Electronics,2669,0,48042,debit_card,Chicago,IL,21.0
1101,2024-06-24,1138,Toys,126,0,2016,credit_card,New York,NY,32.0
1102,2024-06-20,2631,Sports,1334,0,22678,credit_card,New York,NY,27.0
1103,2024-12-02,2078,Fashion,398,0,398,credit_card,New York,NY,39.0
1104,2024-02-25,2447,Grocery,44,0,484,credit_card,Chicago,IL,38.0
1105,2024-04-22,1193,Beauty,712,0,3560,debit_card,Miami,FL,50.0
1106,2024-03-07,2738,Fashion,1378,0,11024,credit_card,Los Angeles,CA,46.0
1107,2024-03-30,1022,Electronics,1810,0,10860,credit_card,Seattle,WA,25.0
1108,2024-11-27,2813,Electronics,2584,0,38760,credit_card,New York,NY,27.0
1109,2024-12-10,2315,Electronics,2708,5,14366,credit_card,San Francisco,CA,69.0
1110,2024-01-17,1674,Grocery,299,0,3588,credit_card,Houston,TX,52.0
1111,2024-08-19,1014,Toys,547,21,11254,paypal,Phoenix,AZ,76.0
1112,2024-03-26,2221,Toys,106,6,676,paypal,Miami,FL,26.0
1113,2024-03-11,1174,Home,2744,0,24696,paypal,Denver,CO,37.0
1114,2024-04-16,2217,Beauty,573,0,5730,credit_card,Boston,MA,27.0
1115,2024-03-12,2546,Beauty,163,92,14991,credit_card,Phoenix,AZ,76.0
1116,2024-06-28,1534,Beauty,107,0,1284,credit_card,Houston,TX,28.0
1117,2024-12-30,1477,Sports,915,12,10575,debit_card,Houston,TX,68.0
1118,2024-08-02,1443,Toys,244,0,3904,debit_card,New York,NY,30.0
1119,2024-09-21,1449,Sports,795,18,14165,paypal,Houston,TX,63.0
1120,2024-06-29,1227,Fashion,775,0,10075,credit_card,Boston,MA,46.0
1121,2024-01-06,1499,Toys,194,55,10662,credit_card,Los Angeles,CA,79.0
1122,2024-01-31,2318,Fashion,458,0,1832,cash,Houston,TX,22.0
1123,2024-04-08,1605,Grocery,457,0,3656,credit_card,New York,NY,38.0
1124,2024-03-30,2561,Beauty,159,87,13797,paypal,Los Angeles,CA,63.0
1125,2024-11-03,2638,Beauty,275,52,14312,debit_card,New York,NY,75.0
1126,2024-11-04,2521,Beauty,83,1,45713,credit_card,Phoenix,AZ,51.0
1127,2024-11-08,2079,Sports,499,0,5489,paypal,Los Angeles,CA,24.0
1128,2024-08-21,1632,Grocery,173,67,11565,paypal,Denver,CO,57.0
1129,2024-07-22,2859,Home,893,0,7144,paypal,Seattle,WA,48.0
1130,2024-08-25,1410,Sports,325,32,10507,credit_card,Houston,TX,66.0
1131,2024-05-28,1929,Electronics,576,0,8640,credit_card,Seattle,WA,52.0
1132,2024-09-02,1907,Fashion,433,35,15000,debit_card,Denver,CO,74.0
1133,2024-10-17,2491,Toys,478,0,6214,credit_card,Chicago,IL,25.0
1134,2024-10-06,2093,Sports,845,18,14855,credit_card,Los Angeles,CA,57.0
1135,2024-08-12,2599,Grocery,65,212,13784,credit_card,Seattle,WA,64.0
1136,2024-01-22,2838,Toys,388,0,3492,credit_card,Chicago,IL,43.0
1137,2024-09-22,1781,Fashion,1422,0,5688,debit_card,Seattle,WA,47.0
1138,2024-05-14,2749,Fashion,504,24,11932,credit_card,Chicago,IL,61.0
1139,2024-09-29,1339,Toys,83,0,415,credit_card,San Francisco,CA,46.0
1140,2024-07-16,2832,Beauty,287,0,3444,credit_card,Boston,MA,42.0
1141,2024-11-18,1355,Home,2820,0,36660,credit_card,New York,NY,54.0
1142,2024-05-03,2700,Toys,459,23,10672,credit_card,Seattle,WA,68.0
1143,2024-12-06,1780,Toys,313,0,5008,credit_card,Los Angeles,CA,
1144,2024-11-05,2929,Electronics,1223,10,12090,credit_card,Seattle,WA,73.0
1145,2024-05-01,1258,Grocery,106,0,1060,credit_card,Seattle,WA,30.0
1146,2024-06-25,1930,Sports,713,0,10695,debit_card,Denver,CO,24.0
1147,2024-07-13,2803,Home,1368,0,12312,credit_card,Chicago,IL,29.0
1148,2024-10-08,1094,Toys,327,0,1962,debit_card,Seattle,WA,22.0
1149,2024-09-09,1530,Toys,848,16,13602,credit_card,Denver,CO,77.0
1150,2024-11-07,1167,Grocery,89,0,89,debit_card,Chicago,IL,36.0
1151,2024-05-15,1642,Electronics,1108,10,10762,debit_card,Los Angeles,CA,66.0
1152,2024-07-03,1780,Fashion,457,0,4113,credit_card,Boston,MA,29.0
